726847.127,37.82,91.97,12,6.0
726847.148,45.35,150.93,33,5.5
726847.151,45.34,150.91,48,5.7
726847.162,45.31,151.02,33,5.0
726847.237,5.35,126.46,33,5.0
726847.298,-8.21,108.82,89,5.0
726847.878,-29.71,-177.47,58,6.1
726847.882,-29.08,-177.63,33,5.7
726847.903,21.35,146.10,33,5.1
726848.464,10.09,126.39,45,5.1
726848.529,24.40,122.15,25,5.1
726849.317,-31.66,-178.09,23,5.7
726849.331,-31.73,-178.00,33,5.6
726849.362,-5.25,132.38,44,5.0
726849.453,-31.59,-178.05,33,5.6
726849.540,43.56,-127.40,10,5.6
726849.839,40.24,-124.30,4,5.4
726850.276,-31.67,117.00,7,5.2
726850.504,43.59,-127.44,10,5.7
726851.045,-10.80,113.65,46,5.1
726851.238,-30.11,-177.66,25,5.4
726851.532,-30.14,-177.69,13,6.0
726851.776,-56.04,-27.40,33,5.3
726851.833,-5.29,150.61,136,5.5
726851.873,-20.76,-178.49,586,5.7
726852.147,46.19,151.97,33,5.0
726852.729,-7.43,126.68,325,5.1
726853.061,35.83,52.95,25,6.0
726853.122,40.10,142.31,48,5.7
726853.306,-15.26,-173.38,34,5.8
726853.384,-6.65,105.91,64,5.4
726853.483,-7.66,87.62,10,5.0
726853.708,-6.08,-81.22,26,5.5
726853.764,-29.79,-72.36,20,5.3
726854.083,51.98,-170.01,33,5.2
726854.227,1.78,127.28,140,5.1
726854.697,-21.10,-173.78,33,5.4
726855.106,-20.93,-173.87,37,5.4
726855.215,-22.13,169.99,33,5.2
726855.220,-20.90,-174.02,33,5.2
726855.351,-31.61,-178.08,33,5.5
726855.727,3.88,96.10,46,6.2
726856.324,-12.45,-75.07,104,5.6
726856.864,19.13,121.24,25,5.4
726857.421,49.06,155.55,44,5.3
726857.815,14.60,119.44,23,5.9
726857.866,42.35,-126.30,10,5.0
726858.270,-31.55,-177.58,33,5.4
726858.271,-31.28,-178.00,197,5.4
726859.143,-26.66,-176.34,33,5.0
726860.024,-6.91,130.26,109,5.2
726860.971,-38.32,-74.42,33,5.0
726861.166,-5.88,105.67,105,5.3
726861.469,-16.73,167.66,27,5.1
726862.012,51.68,-175.30,56,5.0
726862.112,18.27,-102.55,39,5.4
726862.827,27.19,129.42,29,5.1
726862.857,6.10,94.68,98,5.0
726862.873,51.94,-169.50,33,5.0
726863.135,43.01,145.46,41,5.5
726863.760,-23.40,179.09,548,5.6
726865.213,-2.67,134.96,46,5.1
726865.470,7.91,126.91,63,5.0
726865.774,8.25,126.71,61,5.5
726866.061,-25.37,70.14,10,5.1
726866.617,-18.41,176.92,10,6.0
726866.774,-18.07,-178.31,576,5.8
726866.787,-5.29,151.10,44,5.8
726867.197,-3.06,126.36,85,5.2
726867.313,18.67,-64.65,62,5.0
726867.413,51.13,-130.24,10,5.5
726867.503,-7.05,129.19,172,5.1
726867.936,-2.28,125.09,37,5.1
726868.085,28.06,130.08,25,5.1
726868.105,37.47,20.97,56,5.0
726868.332,-10.23,110.29,46,5.8
726868.535,-4.85,153.32,65,5.0
726868.705,-7.45,128.62,118,5.0
726868.796,14.57,146.93,33,5.0
726868.852,-22.37,-68.42,101,5.3
726869.220,37.05,71.25,110,6.3
726869.389,32.08,98.32,10,5.0
726869.998,6.37,126.01,33,5.0
726870.316,10.12,-72.59,44,5.3
726870.463,36.19,71.35,118,5.0
726871.267,-17.70,-179.05,558,5.0
726872.302,9.76,124.69,26,6.8
726872.307,9.79,124.62,33,5.2
726872.319,9.67,124.86,33,5.2
726872.324,9.72,124.63,30,6.6
726872.352,9.71,124.49,33,5.3
726872.658,36.26,-12.10,10,5.0
726873.057,9.74,124.84,56,5.1
726873.397,36.77,2.48,12,5.2
726873.715,-14.98,-75.67,9,5.4
726873.748,31.68,121.03,10,5.0
726873.938,26.97,140.32,436,5.2
726874.115,-18.78,-71.27,51,5.0
726874.144,-42.34,172.80,10,6.0
726874.149,-18.76,-71.46,34,5.9
726874.163,-42.35,172.60,10,5.7
726874.165,-42.16,172.48,10,5.1
726874.281,3.45,-82.85,10,5.0
726874.289,3.45,-82.86,10,5.2
726874.442,15.33,-104.36,33,5.0
726874.550,-5.26,151.27,10,5.2
726874.708,9.84,125.01,61,5.0
726874.714,-6.29,154.75,79,5.0
726874.717,-3.17,-80.83,57,5.6
726874.778,-3.22,-81.75,33,5.1
726874.865,51.62,178.04,61,5.4
726874.872,9.72,124.51,33,5.1
726875.050,0.90,125.96,57,5.1
726875.475,-3.88,-81.75,33,5.0
726875.507,-5.33,151.39,33,5.4
726875.579,-6.38,146.80,63,5.1
726875.659,-42.81,-75.84,31,5.3
726875.740,36.33,140.92,46,5.7
726875.916,-31.18,-177.63,29,5.4
726875.916,-30.11,-177.91,33,5.4
726876.051,-18.04,-178.51,563,5.0
726876.146,-5.19,151.78,49,5.4
726876.244,-49.14,122.33,10,5.0
726876.518,-5.26,151.33,15,5.7
726876.573,44.13,-128.93,10,5.5
726876.998,-31.19,-48.92,30,5.5
726878.428,-49.26,163.82,33,5.0
726878.476,-24.41,-179.81,567,5.0
726878.753,6.27,126.35,88,5.2
726879.019,-0.21,125.17,63,5.0
726879.922,-5.22,151.35,16,5.6
726880.011,14.39,119.23,30,5.1
726880.265,-22.30,-174.33,33,5.3
726880.326,8.77,-83.09,33,5.2
726880.562,49.12,-127.71,10,5.4
726880.634,-3.12,-80.68,76,5.3
726880.877,-3.56,140.27,47,5.3
726880.896,15.82,147.28,33,5.2
726881.045,33.51,141.09,33,5.0
726881.057,-4.57,-105.58,10,5.9
726881.059,15.94,-98.11,33,5.0
726881.068,16.09,-97.93,33,5.2
726881.103,29.53,130.73,66,6.1
726881.119,15.84,147.20,32,5.6
726881.522,41.63,144.09,31,5.0
726882.515,-5.52,149.43,142,5.9
726883.232,-40.35,176.10,24,6.3
726883.283,-15.47,166.38,12,6.9
726883.694,-6.65,129.32,215,5.3
726883.699,-16.53,-174.93,168,5.1
726884.287,34.71,139.25,14,6.4
726884.304,34.59,139.24,11,5.0
726884.386,46.92,154.00,34,5.6
726884.464,0.83,127.25,212,5.1
726884.762,-21.56,170.44,161,5.6
726884.783,-25.41,-116.17,10,5.7
726885.594,44.14,142.28,33,5.1
726885.764,16.90,-62.33,110,5.8
726885.927,19.98,121.81,42,5.0
726886.325,-15.51,166.27,33,5.0
726886.536,5.66,94.23,57,5.0
726886.550,-21.87,-179.37,600,5.2
726886.565,29.22,90.09,26,5.0
726886.698,-24.76,-68.86,103,5.2
726886.703,-11.46,66.38,12,5.8
726886.791,11.65,-86.62,32,5.5
726886.922,24.95,93.10,52,5.1
726887.205,7.99,126.62,75,5.1
726888.780,-15.05,167.28,135,5.3
726888.801,-15.52,-175.24,33,6.2
726889.072,58.55,-142.81,10,5.1
726889.131,-10.55,165.19,25,5.6
726889.623,-20.01,-177.84,572,5.4
726889.952,-18.04,-69.14,141,5.7
726890.264,23.03,94.01,90,5.0
726890.357,14.35,146.94,49,5.1
726890.760,-9.58,149.80,33,5.2
726890.765,29.84,67.53,17,5.4
726890.770,-26.68,-114.76,10,5.3
726890.796,-26.65,-114.73,14,6.1
726891.395,-17.16,-64.14,601,5.9
726891.664,9.82,124.80,33,5.0
726891.844,-1.80,129.10,33,5.0
726891.910,52.01,-166.90,33,5.3
726892.674,8.99,126.64,57,5.2
726892.751,-15.48,166.31,10,5.1
726892.837,-13.97,34.11,33,5.1
726892.989,34.14,-117.70,3,5.5
726893.100,53.34,160.03,27,5.8
726893.316,51.22,-175.21,33,5.2
726893.559,51.85,-175.99,49,5.3
726893.671,-7.89,121.11,39,5.6
726893.872,16.72,-60.95,42,5.4
726893.903,30.61,131.10,58,5.3
726893.958,-15.71,-174.49,33,5.2
726894.316,-18.02,-178.67,620,5.0
726894.341,-32.84,178.63,49,5.0
726894.921,-21.93,-174.13,33,5.2
726895.101,-8.48,159.14,106,5.0
726895.216,32.10,139.62,143,5.2
726895.362,16.13,-94.31,88,5.4
726895.499,-17.17,-172.55,45,5.0
726895.511,-22.12,175.16,33,7.6
726895.524,-21.56,175.75,33,6.2
726895.531,-22.41,174.16,33,6.6
726895.614,51.00,179.71,33,5.1
726895.711,-21.12,174.99,33,5.1
726895.773,-21.72,175.34,33,5.3
726895.812,-21.68,175.57,33,5.1
726895.823,-22.50,174.21,33,5.0
726895.893,-22.15,-174.17,33,5.1
726896.051,-21.86,175.35,33,5.0
726896.275,7.82,135.78,33,5.1
726896.724,-15.54,167.57,141,5.2
726896.824,28.93,66.33,10,6.1
726897.259,20.73,143.84,22,5.0
726897.665,-5.31,146.41,185,5.0
726897.693,-18.32,168.06,21,7.1
726897.716,-18.35,168.01,34,5.4
726897.866,36.91,73.02,12,6.2
726897.869,36.74,73.06,10,5.7
726897.872,29.22,141.85,33,5.1
726897.961,36.77,73.03,20,5.0
726898.301,3.84,126.42,33,5.0
726898.517,-20.27,-177.88,552,5.0
726898.563,-11.15,117.44,22,5.5
726898.642,-10.99,119.47,33,5.0
726898.755,36.91,73.04,20,5.4
726898.903,36.91,73.09,24,5.2
726898.978,-21.43,175.82,50,5.1
726899.095,3.52,126.70,85,5.2
726899.380,-22.15,174.95,33,5.2
726899.765,-17.30,66.67,10,5.9
726900.298,11.63,141.00,45,5.3
726900.408,58.38,-152.96,73,5.6
726900.409,-19.46,169.23,165,5.4
726900.427,-18.47,168.05,17,5.2
726900.790,25.45,96.56,33,5.2
726901.524,60.31,-152.28,85,5.3
726902.147,-21.80,170.54,51,5.3
726902.427,50.91,157.24,51,5.5
726902.617,-62.31,164.31,10,5.3
726903.039,-37.28,78.24,10,5.3
726903.931,-20.53,168.21,38,5.6
726903.949,33.49,138.65,24,5.5
726904.542,-47.90,165.32,19,5.4
726904.565,-3.16,128.84,26,5.5
726904.612,51.48,-175.03,14,6.4
726904.616,51.40,-174.99,15,5.0
726904.630,51.48,-174.98,15,5.7
726904.971,-13.23,167.04,163,5.2
726905.002,23.94,145.04,30,5.2
726905.023,73.33,134.91,18,5.3
726905.029,-7.28,-106.44,10,5.5
726905.030,-6.36,-107.48,10,5.4
726905.045,-16.61,-172.53,30,5.4
726905.563,-47.91,165.65,33,5.5
726905.820,-3.43,-76.91,112,5.6
726905.962,-3.99,39.92,10,5.5
726906.105,49.65,155.94,49,5.0
726906.148,10.21,-59.80,47,5.4
726906.156,4.58,122.62,639,5.7
726906.565,-8.11,121.79,174,5.1
726906.800,-22.75,169.97,44,5.0
726907.009,31.66,60.21,16,5.2
726907.206,-15.13,167.24,132,6.5
726907.259,-24.48,-177.42,33,5.2
726908.249,6.44,-33.80,10,5.1
726908.276,5.79,-32.86,10,5.1
726908.489,4.40,126.22,104,5.0
726908.662,24.90,-109.04,10,6.1
726908.690,23.77,123.36,33,5.1
726909.084,-7.15,129.57,103,5.0
726909.514,-4.40,144.07,123,5.1
726909.533,-47.30,-13.34,10,5.2
726910.701,6.25,125.54,61,5.0
726910.938,-48.69,106.80,10,5.5
726910.972,-20.29,66.74,20,5.2
726911.208,-25.03,-68.73,122,5.0
726911.308,-8.21,121.56,40,5.0
726911.923,-5.59,149.44,147,5.1
726912.050,27.22,141.60,47,5.8
726912.716,-5.56,129.63,34,5.1
726912.788,-45.85,96.23,10,5.2
726912.920,29.50,131.60,31,5.5
726913.092,-19.63,-175.47,33,5.2
726913.699,-31.09,-179.09,145,6.6
726913.786,10.82,-65.39,24,5.4
726913.921,-5.50,152.01,61,5.3
726914.000,-36.92,177.20,225,5.6
726914.092,-8.47,158.89,116,5.6
726915.067,-4.21,102.30,63,5.0
726915.489,-60.02,-26.57,33,5.1
726915.566,-49.23,122.28,10,5.2
726915.588,16.13,-96.28,63,5.3
726915.610,-45.55,96.14,10,5.1
726915.879,43.72,147.76,33,5.3
726916.296,-47.62,165.26,33,5.5
726916.722,-16.25,-173.06,30,5.4
726917.001,33.62,57.02,33,5.2
726917.049,-32.96,-178.45,33,5.4
726917.266,7.94,127.33,53,5.2
726917.553,9.81,-84.83,27,6.4
726917.558,9.92,-84.81,22,7.3
726917.595,37.03,72.94,33,6.3
726917.632,36.98,73.06,33,5.1
726917.657,36.95,73.05,33,5.3
726917.900,9.59,-84.66,41,5.7
726918.175,-5.24,102.52,34,5.0
726918.225,-26.74,-70.78,30,5.1
726918.249,-26.79,-70.79,33,5.1
726918.474,-5.67,112.87,33,5.0
726918.893,-34.63,-72.62,33,5.0
726918.923,44.46,148.77,33,5.8
726918.949,9.25,125.61,39,5.9
726919.015,-15.07,167.28,189,5.2
726919.057,-15.23,167.39,129,5.1
726919.836,-5.30,145.87,82,5.4
726920.056,-21.81,175.19,10,5.4
726920.602,-5.61,149.47,167,5.3
726920.827,-16.09,-173.11,33,5.2
726921.071,-20.93,-175.91,33,5.0
726921.190,45.33,150.20,50,5.1
726921.594,16.57,145.83,24,5.2
726921.680,39.41,73.26,25,5.4
726922.029,20.23,122.04,124,5.6
726922.121,16.48,145.99,22,5.3
726922.322,16.51,145.94,33,5.1
726923.371,-23.54,-114.99,10,5.0
726923.814,42.89,146.97,21,6.0
726923.847,-39.97,45.78,10,5.8
726923.872,42.96,146.98,41,5.0
726924.033,35.81,70.94,75,5.1
726924.676,24.36,141.19,208,5.4
726925.247,-30.81,-177.73,52,5.1
726925.402,42.90,146.90,39,5.0
726925.581,-32.67,-72.09,41,5.7
726925.612,49.24,156.32,33,5.1
726925.796,33.19,68.29,13,5.1
726926.315,-5.84,147.66,88,6.2
726926.704,-37.88,-73.12,33,5.1
726926.837,-22.24,174.26,33,5.1
726926.918,43.42,17.39,10,5.1
726926.956,11.43,-86.30,53,6.8
726926.967,11.46,-86.39,64,5.0
726927.180,11.61,-86.42,61,5.9
726927.236,-21.58,-173.90,36,5.3
726927.241,-16.18,-72.97,93,5.5
726927.276,-17.94,-178.76,574,5.0
726927.380,-0.79,122.32,33,5.1
726927.469,-24.34,-64.98,33,5.0
726927.575,-55.81,-28.02,33,5.2
726928.015,23.55,121.72,36,5.2
726928.202,-56.72,146.76,10,5.3
726928.414,35.59,73.88,33,5.4
726928.564,-40.96,81.17,10,5.2
726928.806,-2.93,35.89,10,5.1
726928.884,15.13,147.60,11,7.6
726928.891,15.33,147.55,33,5.7
726928.897,15.30,147.51,33,5.3
726928.915,15.53,147.77,10,5.2
726928.937,15.32,147.60,33,5.2
726928.948,15.34,147.59,33,5.0
726928.953,15.55,147.53,46,5.5
726928.975,15.57,147.57,33,5.1
726928.977,15.53,147.59,37,5.2
726928.979,15.19,147.43,33,5.1
726928.982,15.46,147.71,34,5.4
726928.989,15.54,147.60,37,5.0
726928.998,15.11,147.83,33,5.1
726928.999,15.60,147.56,33,5.3
726929.002,15.20,147.51,36,5.7
726929.068,15.67,147.61,23,5.0
726929.106,-40.95,80.72,10,5.7
726929.111,15.52,147.57,38,5.1
726929.117,15.57,147.57,39,5.0
726929.139,15.56,147.49,33,5.0
726929.158,15.22,147.55,33,5.0
726929.164,15.26,147.62,33,5.2
726929.194,15.25,147.51,33,5.1
726929.196,15.13,147.62,13,5.5
726929.198,15.96,147.35,33,5.1
726929.214,15.07,147.62,33,5.0
726929.230,15.18,147.51,33,5.0
726929.238,-41.09,80.91,10,5.8
726929.241,-6.82,105.14,33,5.8
726929.256,-15.15,-172.13,33,5.6
726929.262,15.54,147.46,36,5.5
726929.271,15.45,147.59,33,5.3
726929.315,15.55,147.56,43,5.3
726929.328,-60.53,-25.48,33,6.0
726929.421,15.27,147.56,33,5.1
726929.503,16.04,147.61,33,5.1
726929.589,-2.52,139.23,33,5.0
726929.605,-21.62,-174.21,29,5.5
726929.623,15.18,147.60,16,6.3
726929.689,-25.99,-175.96,32,5.8
726929.820,14.67,146.82,33,5.1
726929.944,15.03,147.56,35,5.3
726929.988,-25.76,-176.19,33,5.1
726930.114,-26.16,-175.99,26,5.4
726930.768,-18.05,168.13,36,5.5
726930.841,56.16,-153.84,33,5.2
726930.874,-25.70,-176.23,33,5.0
726930.941,26.80,127.77,33,5.1
726931.191,36.21,141.96,21,5.0
726931.393,45.09,148.73,49,5.1
726931.801,30.06,99.28,10,5.2
726932.250,15.71,147.56,10,5.0
726932.360,15.51,146.72,33,5.0
726932.397,-25.81,-176.06,17,6.0
726932.407,-21.47,-68.37,129,5.0
726932.552,-26.20,-175.90,33,5.0
726933.007,-23.70,-179.99,558,5.0
726933.025,15.16,147.54,20,5.0
726933.101,-4.49,136.73,33,5.1
726933.280,14.61,146.86,33,5.1
726933.852,15.11,147.54,27,5.0
726933.948,-10.52,109.59,40,5.3
726934.277,-7.16,129.51,131,5.5
726934.329,42.54,144.05,72,5.6
726934.480,15.25,147.51,34,5.0
726934.549,-30.99,-177.81,33,5.8
726934.869,35.47,135.45,362,6.1
726936.344,-17.56,-178.71,554,5.5
726936.595,-7.12,106.69,33,5.0
726936.949,-6.64,130.51,18,5.2
726937.229,7.98,126.65,66,5.4
726937.232,48.84,-122.16,12,5.0
726937.236,8.11,126.82,33,5.0
726937.333,27.30,139.92,458,5.7
726937.437,2.09,127.80,33,5.2
726938.947,24.38,122.05,44,5.0
726939.375,2.50,128.61,31,5.0
726939.481,15.35,147.59,33,5.0
726939.658,11.86,143.22,13,5.1
726939.805,-2.18,141.45,29,5.1
726939.942,-14.86,167.28,119,5.7
726940.083,39.44,74.90,33,6.0
726940.455,-56.32,-25.73,33,5.0
726940.482,7.37,-35.29,10,6.1
726941.133,15.34,147.52,33,5.0
726941.221,15.18,147.47,27,5.0
726941.440,-57.97,-10.32,10,5.4
726941.569,1.19,122.86,26,7.8
726941.579,36.93,-121.66,5,5.4
726941.579,0.37,123.13,33,5.6
726941.597,1.21,123.00,33,5.3
726941.600,1.18,122.82,33,5.4
726941.603,1.32,123.04,33,5.3
726941.608,1.13,122.65,33,5.6
726941.618,1.09,122.75,33,5.0
726941.636,1.32,122.97,33,5.3
726941.644,1.29,123.11,29,5.4
726941.657,36.96,-121.68,7,5.1
726941.660,1.34,122.85,33,5.1
726941.683,-1.95,126.05,33,5.2
726941.705,1.22,123.04,33,5.0
726941.713,1.26,122.98,35,5.7
726941.721,1.39,123.51,33,5.1
726941.726,1.22,122.99,33,5.0
726941.767,1.22,123.43,31,5.4
726941.773,1.31,123.02,19,6.5
726941.782,1.24,123.00,33,5.1
726941.788,1.23,123.36,29,5.4
726941.797,1.30,123.36,33,5.2
726941.805,1.26,123.47,33,5.1
726941.807,1.23,123.44,37,5.5
726941.950,1.39,122.91,33,5.0
726942.045,1.30,123.02,33,6.0
726942.166,1.19,123.46,28,5.3
726942.353,1.43,123.58,33,5.4
726942.528,1.11,123.43,24,6.5
726942.919,1.09,123.88,26,5.1
726942.945,34.02,69.74,33,5.3
726943.369,-24.18,-179.66,474,5.2
726943.766,-14.86,-71.37,144,5.3
726943.857,13.24,-90.08,77,5.3
726943.973,-6.27,151.18,52,5.5
726943.979,40.00,40.07,14,5.4
726944.060,15.49,147.67,38,5.2
726944.218,1.23,123.25,33,5.5
726944.788,-36.98,-73.30,12,6.3
726944.956,47.49,138.96,505,5.5
726944.972,-22.52,-70.27,47,5.1
726945.246,6.73,-73.12,168,5.0
726945.350,-36.97,-73.33,33,5.2
726945.851,-37.98,-73.30,26,5.7
726945.994,0.95,120.06,33,5.3
726947.417,1.40,123.49,32,5.1
726947.813,42.13,19.13,21,5.1
726947.993,26.36,128.82,12,5.1
726948.093,-15.36,-179.06,441,5.4
726948.100,24.29,123.49,40,5.2
726948.299,48.26,154.36,38,5.4
726948.647,-7.08,150.11,23,5.4
726948.809,-12.36,166.72,266,5.0
726949.401,36.04,100.27,10,6.3
726949.401,36.05,100.33,10,6.2
726949.401,35.99,100.25,8,6.5
726949.401,36.24,100.25,10,6.3
726949.652,-6.28,154.76,74,5.6
726949.653,1.06,122.83,24,6.0
726949.859,45.75,151.29,33,5.1
726950.118,-13.71,166.76,56,5.3
726950.215,1.25,122.88,46,5.0
726950.229,28.70,66.18,17,5.5
726950.405,1.46,123.57,37,5.4
726950.668,-8.87,-108.79,33,5.1
726951.058,8.89,-83.50,23,6.4
726951.488,-26.11,-178.02,17,5.7
726952.239,-4.10,151.86,27,5.6
726952.347,47.90,153.99,33,5.0
726953.069,-17.26,-72.78,31,5.1
726953.081,26.44,93.32,33,5.3
726953.105,39.93,142.93,45,5.0
726953.246,-54.28,1.27,10,6.0
726953.602,8.80,126.05,117,5.2
726953.750,7.33,94.31,21,5.6
726953.756,-25.14,-112.48,10,5.6
726954.006,-54.88,-129.54,10,5.2
726954.442,-25.43,-175.60,33,5.1
726954.489,14.06,-91.69,41,5.8
726954.675,58.52,-156.54,252,6.6
726955.043,49.27,155.62,95,5.4
726955.180,0.02,124.25,103,5.3
726955.214,-7.97,123.56,353,5.0
726955.500,-55.82,-26.95,33,5.1
726955.586,-5.40,150.51,142,5.0
726955.952,-5.60,150.16,82,6.4
726956.008,-4.98,150.34,33,5.0
726956.323,36.44,140.51,64,5.2
726956.802,-0.44,132.82,23,5.2
726957.125,1.48,123.58,30,5.0
726957.425,11.75,40.96,10,5.0
726958.060,-18.28,-177.97,524,5.0
726958.307,40.77,15.77,10,5.8
726959.699,-35.25,-104.14,10,5.7
726959.996,-14.96,-173.51,33,5.2
726960.221,36.03,100.34,33,5.3
726960.620,-9.65,155.54,25,5.1
726960.699,-35.25,-105.21,10,5.2
726960.869,15.56,147.71,40,5.0
726961.001,6.91,-82.62,10,6.5
726961.069,-17.05,168.50,229,5.7
726961.413,1.21,123.79,33,5.0
726962.110,57.40,-155.33,48,5.2
726962.181,-56.38,-27.06,33,6.0
726962.196,-5.99,147.59,69,5.5
726962.607,-11.48,166.59,34,5.0
726962.673,12.81,-88.35,58,5.0
726962.788,-18.38,-174.09,99,5.2
726962.824,-2.81,119.73,33,5.2
726962.943,-61.98,161.43,10,5.8
726963.041,-54.82,146.25,10,5.9
726963.343,-6.18,146.81,101,5.5
726963.392,51.66,-173.39,33,5.0
726964.211,51.48,159.39,10,5.1
726964.211,51.71,159.22,10,5.3
726964.549,41.82,130.86,579,6.3
726964.821,1.33,123.59,22,5.3
726964.879,12.31,125.43,40,5.1
726964.989,17.28,-100.68,28,5.6
726965.201,49.04,141.85,606,7.2
726965.609,-55.33,-26.13,33,5.1
726965.886,-6.07,149.78,74,5.8
726966.183,-40.30,176.06,21,6.4
726966.695,-8.81,118.57,154,5.0
726967.286,-37.28,47.74,10,5.4
726967.496,-23.79,179.89,540,5.3
726967.899,-35.92,-71.42,76,6.2
726968.213,-4.97,-81.04,32,5.0
726968.601,36.04,70.43,113,6.0
726968.640,-3.23,35.74,5,5.4
726968.684,-3.08,35.89,5,5.5
726968.690,5.74,126.22,33,5.2
726968.772,1.16,123.87,30,6.0
726968.839,-10.15,161.05,57,5.5
726968.898,-31.84,-178.03,41,5.7
726968.937,36.11,100.12,14,5.3
726969.225,-5.65,150.23,81,5.6
726969.564,10.94,-85.47,73,5.5
726969.715,-0.36,99.14,68,5.0
726970.044,-30.24,-72.26,31,5.2
726970.045,37.06,136.88,267,5.4
726970.178,-29.53,-177.84,33,5.3
726970.403,13.50,121.03,33,5.1
726970.461,-18.08,-69.63,106,5.8
726970.556,38.43,74.36,114,5.7
726970.667,-25.40,178.10,614,5.9
726970.978,26.62,127.85,33,5.8
726971.072,-15.20,168.02,33,5.0
726971.146,-4.16,102.47,78,5.2
726972.282,40.21,143.25,27,5.3
726972.394,1.36,124.14,31,5.0
726972.561,13.08,143.84,141,5.5
726972.568,17.32,-101.20,30,5.0
726973.099,5.12,32.15,15,7.2
726973.114,29.44,128.17,33,5.0
726973.280,43.87,147.62,18,5.7
726973.314,-18.10,-175.13,232,6.3
726973.412,-32.50,179.62,346,6.1
726973.571,-30.23,-72.17,24,5.0
726974.542,53.56,-163.54,33,5.5
726974.559,-8.14,109.04,28,5.6
726974.875,-32.82,-178.43,65,5.3
726975.559,-36.30,-97.88,33,6.1
726975.750,-4.69,103.17,88,5.1
726975.858,19.74,-76.02,14,5.4
726976.163,-4.21,136.25,33,5.1
726976.415,-2.92,141.55,53,5.4
726976.536,20.63,120.89,35,5.2
726976.672,4.92,94.47,51,5.0
726976.816,-7.34,128.80,129,5.4
726976.875,-18.89,168.86,162,5.3
726977.171,-17.93,-178.56,590,5.2
726977.752,-19.98,-68.58,119,5.0
726977.816,5.28,31.83,17,6.5
726977.833,5.36,31.85,16,7.1
726977.840,-7.36,120.36,589,7.1
726977.928,5.44,31.88,10,5.5
726978.030,5.42,31.85,10,5.3
726978.086,-2.87,130.34,15,5.9
726978.770,15.72,147.38,35,5.0
726979.123,1.34,123.37,34,5.8
726979.216,-17.03,168.44,223,5.4
726979.333,41.57,88.69,0,5.4
726979.560,12.41,121.89,36,5.0
726979.599,5.13,31.77,10,5.0
726979.932,53.44,-163.57,33,5.0
726980.128,6.91,-82.71,17,5.4
726980.141,15.46,147.66,39,5.3
726980.312,4.80,31.74,10,5.0
726980.517,15.54,147.74,36,5.1
726980.584,12.70,120.93,33,5.1
